age,income,loan_amount,credit_score,employment_years,debt_to_income_ratio,overdue_times,loan_term,has_house,has_car,default
38,107468.38,53118.08,725,16,0.232,0,60,0,0,0
60,50851.63,89216.5,611,38,0.699,1,36,0,0,1
57,98293.84,63871.8,559,25,0.296,3,36,1,1,0
57,108122.48,71513.79,644,29,0.562,2,48,0,0,0
44,124082.77,71544.19,779,21,0.322,1,36,0,0,0
52,78284.13,52458.12,675,29,0.448,1,12,1,1,0
59,182299.37,187903.78,787,33,0.718,3,60,1,0,0
31,109768.48,59455.34,596,2,0.311,1,60,0,1,0
22,72097.61,70766.09,749,0,0.399,1,24,0,0,0
33,88769.42,87956.5,605,10,0.499,3,36,0,1,1
46,259845.94,128575.82,679,17,0.22,2,48,1,1,0
42,147115.03,63813.23,678,11,0.389,3,60,0,0,0
24,174871.28,85398.78,716,1,0.388,3,36,0,0,0
43,68274.11,80599.04,681,22,0.95,1,12,0,0,0
27,80019.58,46448.59,597,0,0.486,2,48,1,0,1
41,80286.76,50683.07,735,14,0.222,1,12,1,1,0
44,118536.62,72874.75,807,14,0.491,1,48,0,1,0
46,100881.23,87289.05,610,22,0.553,2,36,1,1,0
37,87529.18,37893.61,504,13,0.353,0,48,0,1,1
37,92611.51,68621.25,702,14,0.686,3,24,0,1,0
48,76319.53,93076.89,632,25,0.689,3,36,1,0,1
50,100616.58,96386.18,649,24,0.683,2,36,1,1,0
53,180042.28,80012.78,707,31,0.237,1,24,1,0,0
34,55220.38,119697.04,621,3,0.95,4,24,0,0,1
37,127505.62,92539.46,637,10,0.365,1,24,0,1,0
34,203016.33,37579.65,651,3,0.104,1,60,0,1,0
42,100465.11,85471.23,785,15,0.751,4,36,0,1,0
26,85991.68,50664.29,663,2,0.242,2,48,0,1,1
38,165363.96,138063.69,555,11,0.54,1,36,1,1,1
28,70059.5,42756.56,558,6,0.426,1,60,0,0,1
42,107989.45,90931.55,672,12,0.587,2,36,0,1,1
55,68327.67,67823.58,564,26,0.419,0,12,0,1,0
60,50000.0,67884.3,527,38,0.507,2,24,0,0,1
38,101885.72,80419.29,714,11,0.474,2,12,0,0,0
23,61788.48,69349.4,718,0,0.698,5,60,0,0,0
30,108526.35,103715.02,629,7,0.875,2,48,0,1,0
25,180189.32,25481.33,685,3,0.114,2,48,1,1,0
51,251303.07,123269.07,676,21,0.348,0,48,0,1,0
60,113787.53,59249.41,711,36,0.248,2,60,0,1,0
43,172585.34,94057.49,711,16,0.486,1,60,1,1,0
28,130552.82,169619.46,439,5,0.606,3,48,0,1,1
21,91821.24,95746.04,640,0,0.95,4,24,0,1,1
60,50000.0,53777.93,704,39,0.95,2,12,1,0,0
33,226822.16,128710.86,625,8,0.532,0,36,0,1,0
25,68043.6,86515.57,663,0,0.661,0,48,0,0,0
28,203261.16,61601.24,724,2,0.131,1,36,1,0,0
31,138907.49,129435.64,667,3,0.678,0,24,0,0,0
47,70318.78,92203.11,788,24,0.792,2,48,0,1,0
56,125542.45,71032.45,756,30,0.33,3,36,0,1,0
32,284876.2,206328.73,650,2,0.495,3,24,0,1,0
48,217737.1,59210.53,643,23,0.208,0,60,1,0,0
23,86619.4,61452.7,418,1,0.39,4,36,1,0,1
21,79190.27,104956.03,632,0,0.73,2,24,0,1,0
23,114130.02,36513.55,545,0,0.229,1,24,0,0,1
57,101267.3,41567.21,679,28,0.161,0,36,0,1,0
44,187190.45,149820.25,673,14,0.616,0,36,1,1,0
53,152179.36,150879.17,719,23,0.822,6,24,1,1,0
21,50944.46,77138.49,779,0,0.95,0,36,0,0,1
21,134108.42,122284.67,658,0,0.732,3,48,0,0,1
54,100650.47,10000.0,850,33,0.065,1,12,1,1,0
25,110934.88,134656.13,680,0,0.95,4,36,0,1,1
27,122030.26,84836.57,549,3,0.448,1,36,0,0,1
41,187105.53,115645.76,612,11,0.508,1,24,1,1,1
45,169398.1,146192.97,628,19,0.335,0,24,1,1,1
30,77855.96,36595.51,710,0,0.364,1,24,1,0,0
38,106257.92,97701.21,579,10,0.368,1,36,0,0,1
47,89158.0,41658.63,635,20,0.171,1,48,1,0,0
38,51183.34,83640.06,646,6,0.95,4,36,0,0,1
36,103858.35,73314.63,622,10,0.298,0,60,0,1,0
23,250230.93,130373.08,729,0,0.284,0,36,1,1,0
39,50492.52,49692.98,715,14,0.802,5,48,0,0,0
53,107922.88,70774.28,759,22,0.446,1,36,0,1,0
46,106376.27,112109.11,632,16,0.833,5,48,0,0,1
56,124179.2,78680.32,762,34,0.52,2,60,0,0,0
26,70740.52,112991.65,544,0,0.95,1,36,1,0,1
21,57451.72,63956.93,542,0,0.95,2,36,0,1,1
42,58666.91,52841.5,557,14,0.424,0,60,0,1,1
28,198574.61,74910.88,661,7,0.151,2,60,1,0,0
44,70107.94,84745.49,762,15,0.654,2,60,1,0,0
57,87133.53,88729.57,609,28,0.822,2,24,0,1,1
34,281274.03,126332.15,619,11,0.183,3,12,1,1,0
42,78400.45,19537.08,642,20,0.157,1,36,0,0,0
48,127271.75,68810.64,709,20,0.375,1,48,0,0,0
27,176083.79,63697.6,619,3,0.302,3,12,1,1,0
56,172314.07,127131.43,615,24,0.633,2,36,1,0,0
29,59921.5,36188.76,546,0,0.298,2,36,0,1,1
53,79141.4,17246.84,611,21,0.112,1,24,1,0,0
47,124999.35,49195.78,760,20,0.299,2,48,0,1,0
26,259901.46,55790.96,668,0,0.186,4,24,1,1,0
49,77444.76,19263.09,597,28,0.112,0,60,0,0,0
28,87367.11,90067.14,765,4,0.808,4,36,0,1,0
44,131769.37,77424.92,610,23,0.289,1,36,0,0,0
59,144184.1,137235.59,781,30,0.436,2,36,1,1,0
59,148169.82,81897.34,779,32,0.305,1,24,0,1,0
55,74543.63,35012.17,665,31,0.388,1,36,0,1,0
40,85869.02,59755.2,533,16,0.554,3,60,0,1,1
43,120207.6,104811.08,850,15,0.556,0,36,1,1,0
33,192536.32,156714.56,693,10,0.634,3,12,0,1,0
57,97996.02,31988.27,632,30,0.194,3,48,0,0,0
40,108008.39,117704.23,741,12,0.519,1,24,0,0,0
51,68756.89,12575.71,720,28,0.157,3,36,1,0,0
35,252319.66,118441.11,771,12,0.179,0,36,0,1,0
50,116940.24,90158.12,604,25,0.687,1,36,0,1,0
29,177192.09,50284.38,687,1,0.234,1,12,0,0,0
50,110575.49,33169.26,559,26,0.235,2,24,1,1,0
22,113365.25,51771.78,717,0,0.316,2,12,0,0,0
25,55540.12,38370.09,658,0,0.578,4,36,0,0,1
35,50000.0,41119.35,684,12,0.302,1,48,0,0,0
40,191636.83,78018.91,648,13,0.287,1,48,1,1,0
49,112998.09,92341.47,639,27,0.414,2,12,1,0,0
35,119717.81,185961.37,586,13,0.95,0,12,0,0,1
21,62188.53,62714.23,727,0,0.761,1,48,0,0,1
34,72665.44,75830.67,787,10,0.5,1,36,0,0,0
38,175964.21,51541.75,613,17,0.13,0,60,0,1,0
42,238724.32,34242.67,707,10,0.101,2,24,1,1,0
46,82489.53,44579.09,697,22,0.494,3,24,0,1,0
30,147586.17,154552.41,661,0,0.783,2,36,0,1,1
45,118837.37,121317.25,530,14,0.654,4,48,1,0,1
46,103338.16,72055.92,549,16,0.635,1,36,0,1,1
52,251043.51,190060.52,594,22,0.637,5,12,1,1,1
41,88970.42,67915.46,478,19,0.603,3,12,1,1,1
53,190674.05,75173.98,780,28,0.241,0,48,1,1,0
29,129526.46,43708.21,691,0,0.218,2,24,1,1,0
49,108271.78,63224.81,657,22,0.297,2,48,0,0,0
22,202279.91,184390.65,474,1,0.766,2,24,0,0,1
25,124313.33,121369.32,505,0,0.508,0,24,0,1,1
55,104465.03,105766.05,660,25,0.782,0,24,0,0,0
40,202956.91,54120.58,827,10,0.233,0,60,1,0,0
45,191409.05,102480.07,601,20,0.365,1,12,0,1,0
45,187378.05,119017.03,733,22,0.282,1,24,0,1,0
48,50000.0,93164.09,619,24,0.68,2,60,0,0,1
30,132996.68,148714.9,665,6,0.843,1,24,0,1,0
28,120024.69,109334.88,763,3,0.442,2,24,0,0,0
22,107399.58,55902.84,631,0,0.194,1,24,0,0,1
55,143544.57,98995.51,601,29,0.383,2,48,0,1,0
29,122669.69,36661.45,781,8,0.209,0,36,1,1,0
44,148006.78,139035.35,664,20,0.64,3,60,0,1,0
39,96704.69,76550.53,753,15,0.357,0,48,1,0,0
27,214096.32,161493.68,602,5,0.537,3,36,1,1,1
37,154898.43,140659.51,780,6,0.542,0,24,1,1,0
24,139265.43,81180.07,683,0,0.371,1,48,0,1,0
28,136239.19,125803.76,697,0,0.808,1,60,0,1,0
26,183648.08,83347.08,671,0,0.18,1,60,0,0,0
53,172777.43,102473.37,617,31,0.395,0,12,1,1,0
43,103699.5,72544.17,660,12,0.318,1,48,1,1,0
58,170354.98,95750.01,622,32,0.258,2,48,0,0,0
38,117986.27,46299.07,742,9,0.281,1,60,1,0,0
29,258491.23,167669.28,643,4,0.488,2,24,0,1,0
45,178791.84,111623.01,533,19,0.446,0,48,1,1,1
58,82328.76,69636.86,517,32,0.765,2,48,0,1,1
42,311395.73,169069.87,513,18,0.449,1,60,1,1,0
21,50000.0,31140.64,713,0,0.292,1,48,0,0,0
33,145336.88,140628.48,562,4,0.708,5,60,1,1,1
57,79752.93,84520.84,686,36,0.765,1,36,0,0,0
41,254480.92,177872.59,672,19,0.516,2,24,1,1,0
59,122242.58,100058.51,654,28,0.497,1,36,0,0,0
41,76327.76,59136.95,697,14,0.712,3,48,0,1,0
21,96768.56,77813.51,673,0,0.505,4,24,1,0,0
55,79120.78,101615.05,430,27,0.95,2,48,1,0,1
51,95073.01,41559.71,632,23,0.279,3,60,0,1,0
49,94099.55,98630.56,696,18,0.862,2,60,0,0,1
59,77806.47,65549.43,799,31,0.495,1,48,1,0,0
28,123195.61,138555.08,803,4,0.394,0,48,0,0,0
57,130098.99,102341.71,544,30,0.511,0,12,1,0,0
30,69679.55,120364.49,630,7,0.95,5,36,1,1,1
59,51729.27,53177.05,527,34,0.431,1,36,0,0,1
28,125483.61,104522.85,789,0,0.624,1,48,0,0,0
43,138602.34,45654.27,746,21,0.284,1,24,0,0,0
52,151538.89,129050.09,690,23,0.742,3,12,0,1,0
24,139808.44,113397.8,674,0,0.467,1,48,1,1,0
23,221399.17,97051.47,777,0,0.261,1,36,1,1,0
54,170873.8,179764.4,763,33,0.91,3,60,0,1,0
23,364369.12,166648.27,758,0,0.434,0,36,1,1,0
45,440335.07,79684.5,699,15,0.069,1,60,1,1,0
58,50000.0,45788.97,630,29,0.354,3,36,0,1,1
45,50000.0,10375.4,725,19,0.079,2,48,0,0,0
40,108735.53,51752.51,729,12,0.299,0,48,0,1,0
37,136886.12,67511.57,644,12,0.405,3,24,1,1,0
46,105435.19,72033.09,630,21,0.278,0,24,0,1,0
43,149733.33,151496.06,756,19,0.772,0,60,0,0,0
41,96605.51,81687.09,801,18,0.383,0,24,0,0,0
27,79835.39,52619.71,596,0,0.244,1,48,0,0,1
47,85451.06,92985.92,638,19,0.77,4,24,0,0,0
50,99700.33,55425.73,690,27,0.393,0,48,1,1,0
49,159465.13,129161.07,701,18,0.421,1,24,1,1,0
24,87637.71,75273.06,616,2,0.467,5,36,1,0,1
49,95794.84,57806.35,820,21,0.339,2,36,0,1,1
50,141011.62,143383.58,696,28,0.923,4,24,0,1,0
28,99761.9,85031.76,705,3,0.741,1,36,1,1,0
54,180325.67,125244.33,810,26,0.463,0,60,1,1,0
41,72129.77,42062.05,622,9,0.541,2,48,0,0,1
39,65423.47,53952.7,652,7,0.576,2,60,1,0,1
49,125126.82,73196.81,553,18,0.24,0,48,1,1,1
41,130866.08,93895.21,645,18,0.461,0,48,1,1,0
42,73922.18,74004.18,533,20,0.888,2,36,0,1,1
33,199709.27,137599.68,724,2,0.515,0,60,0,1,0
58,259424.65,150376.55,696,26,0.534,2,36,1,1,0
59,82245.64,25133.45,636,35,0.204,0,36,0,1,1
26,213050.67,187285.01,651,5,0.789,2,60,0,1,0
50,50000.0,29282.26,725,22,0.474,1,60,0,1,0
21,177061.17,162067.51,563,0,0.772,5,36,0,0,1
35,74161.97,64254.23,677,14,0.819,2,24,1,0,0
59,169267.01,47866.64,719,27,0.15,0,36,0,1,0
27,70786.66,10185.73,509,1,0.105,3,48,0,0,1
36,105786.76,94186.37,718,14,0.449,0,36,0,0,0
29,75769.26,78896.52,518,1,0.898,2,48,1,0,0
50,99087.02,122741.6,650,25,0.869,2,36,0,1,1
39,248566.53,81975.32,561,12,0.15,2,24,1,1,0
44,103925.34,98908.51,782,13,0.574,2,48,0,1,0
58,281992.49,62533.22,562,35,0.102,1,36,1,1,0
41,91709.78,63913.29,520,13,0.435,3,48,1,0,1
50,213479.08,103866.91,671,20,0.193,1,12,1,0,0
24,52493.17,26532.75,625,0,0.47,2,48,1,0,1
29,95900.93,82839.79,532,0,0.612,0,24,0,1,0
58,85712.2,58152.3,705,32,0.641,3,60,0,1,0
55,217938.35,145928.12,491,29,0.304,1,48,1,1,1
47,118582.23,49665.86,572,16,0.243,3,24,1,0,1
36,50000.0,10000.0,611,8,0.182,3,60,0,0,1
28,60502.6,13825.45,728,0,0.175,1,36,0,0,0
55,69168.58,110839.85,770,25,0.628,2,36,0,0,0
52,166096.24,66559.54,754,23,0.353,0,60,1,0,0
30,156725.85,157301.79,647,7,0.465,2,60,0,0,0
44,95303.35,60409.19,454,19,0.321,0,48,0,0,1
45,85235.27,130430.67,693,14,0.95,3,60,0,1,1
40,150598.81,24181.36,785,12,0.125,1,24,1,0,0
58,65625.17,117700.08,765,34,0.95,6,24,0,0,0
25,134047.71,116252.08,699,1,0.306,3,12,1,0,0
31,129008.44,89517.72,559,1,0.347,2,36,1,1,0
24,96416.7,70806.32,615,1,0.409,1,36,1,1,0
48,130477.37,113443.87,824,26,0.513,0,24,1,1,0
46,114226.94,27596.81,540,16,0.095,1,36,0,0,0
60,136467.09,131123.14,562,36,0.726,3,12,0,1,1
42,59853.43,46001.02,740,12,0.68,2,36,0,0,0
27,143849.93,114521.63,623,0,0.751,2,48,0,0,0
39,173159.88,157919.12,560,7,0.756,0,12,0,0,1
24,126049.27,75346.32,790,0,0.282,0,48,0,0,0
47,142992.45,153173.18,699,16,0.704,2,48,0,0,0
47,103832.71,101602.79,628,16,0.88,3,36,0,0,1
55,162933.86,121777.08,563,32,0.291,3,60,0,1,1
34,112348.53,55840.61,834,2,0.242,1,60,0,1,0
33,65083.51,84094.41,658,4,0.657,1,12,0,0,1
23,157802.14,124465.9,779,1,0.565,1,48,1,1,0
37,52293.86,43507.5,736,16,0.766,2,24,1,1,0
40,123902.58,124778.47,616,16,0.644,2,36,1,1,1
51,91775.41,10221.24,616,30,0.077,2,48,0,0,0
51,89173.88,88730.42,783,26,0.73,1,48,1,0,0
26,117876.76,82119.76,784,0,0.6,2,60,0,0,0
32,79286.27,77229.14,500,6,0.508,2,48,0,0,1
41,137378.16,132595.8,707,20,0.7,1,48,0,1,0
34,111922.11,108948.12,650,8,0.881,4,36,0,0,1
22,82637.41,30175.32,572,0,0.334,3,12,0,0,1
54,199223.14,96288.17,682,23,0.28,0,12,1,0,0
50,119629.19,87668.55,545,28,0.306,0,36,1,1,0
41,144908.88,77316.2,620,11,0.483,3,48,1,0,1
33,206378.04,125268.66,592,7,0.548,1,12,1,1,1
54,204859.64,116785.98,618,33,0.233,0,36,1,1,0
22,141620.11,61561.76,654,0,0.173,2,24,1,1,1
38,95206.53,10000.0,574,12,0.05,1,36,0,1,0
53,57333.09,42827.46,794,23,0.551,3,36,0,1,0
59,119731.96,68632.58,702,31,0.305,0,24,0,1,0
31,178539.11,109940.95,813,1,0.304,1,12,0,1,0
47,127955.99,69174.67,646,21,0.449,0,24,0,1,0
28,50000.0,33066.65,613,7,0.328,3,36,1,1,1
25,161381.75,145087.45,809,3,0.833,2,60,1,0,0
35,165905.66,146966.99,611,9,0.543,1,24,1,1,0
56,95268.07,117932.38,645,31,0.747,4,36,1,0,0
48,170205.66,140306.64,721,18,0.755,0,36,0,0,0
40,144724.1,63839.83,555,15,0.186,0,48,1,0,0
32,80139.32,95470.28,720,1,0.499,1,24,0,1,0
26,193316.79,107759.87,710,3,0.34,0,12,0,1,0
31,61675.09,26309.34,768,6,0.3,0,60,0,1,0
27,106323.32,79330.62,736,0,0.489,2,60,0,1,0
28,101655.91,150175.18,770,6,0.95,1,36,0,1,0
48,75248.62,39415.44,651,24,0.495,3,36,0,1,1
26,125079.8,193844.51,587,0,0.58,0,12,0,0,1
22,196745.44,96418.91,839,0,0.22,1,12,0,0,0
42,191278.13,135789.19,530,12,0.484,2,12,1,0,0
32,151092.71,134764.65,539,5,0.821,4,48,0,1,1
39,50860.14,35192.24,708,8,0.358,1,24,0,1,0
26,59803.62,10000.0,798,0,0.095,1,24,0,0,0
29,117568.46,69099.97,676,0,0.287,3,12,1,1,0
38,107429.94,90728.26,745,16,0.786,2,12,1,1,0
48,87191.67,54323.73,490,20,0.276,3,36,1,0,1
37,257145.01,126023.91,618,15,0.338,1,36,0,1,0
42,114420.68,132866.51,501,19,0.422,5,36,0,1,1
41,139258.3,159461.88,726,17,0.814,1,36,0,1,0
31,170169.83,78438.3,528,3,0.27,1,36,1,1,1
32,111829.57,64349.23,551,6,0.397,0,48,1,1,1
38,350101.35,181036.58,704,7,0.206,2,24,1,1,0
22,71455.66,76949.95,750,0,0.436,1,24,0,0,0
48,83055.79,90943.83,646,20,0.444,2,60,0,1,0
45,71376.82,66545.93,708,15,0.794,1,48,0,1,1
33,220399.31,113826.0,706,1,0.405,2,36,1,1,0
35,156519.93,108502.85,642,12,0.296,0,24,1,1,0
34,85402.58,61523.27,567,5,0.389,0,24,0,0,0
47,73958.22,101077.01,708,25,0.836,1,12,0,0,0
51,203455.12,82359.37,712,24,0.166,0,60,1,1,0
25,128381.23,95849.54,736,0,0.638,1,36,0,0,0
37,205805.76,16438.9,687,5,0.05,1,12,1,1,0
21,106184.43,54202.72,561,0,0.384,1,24,0,0,1
39,137336.71,115417.2,719,7,0.618,1,24,0,1,0
30,124879.24,72990.91,660,0,0.525,3,24,1,0,0
34,82384.28,110649.14,619,9,0.95,3,36,1,0,1
39,102245.81,26497.14,635,10,0.096,0,36,0,1,0
33,64027.21,30938.58,601,12,0.214,3,60,1,1,1
36,136263.81,50277.6,736,9,0.228,2,48,1,1,0
51,153669.88,159989.4,539,30,0.423,0,60,0,1,1
53,170343.55,156697.14,576,24,0.538,2,60,1,1,0
21,147258.56,66207.65,632,0,0.421,0,60,0,1,0
36,102981.58,72922.55,797,7,0.335,1,60,0,1,0
54,219341.86,162185.64,750,23,0.571,2,24,1,0,0
42,163005.43,17681.58,521,19,0.055,2,24,1,1,0
29,203790.1,70967.83,775,0,0.129,1,24,0,1,0
44,209625.74,181562.26,775,17,0.354,1,48,0,1,0
26,103102.63,66264.57,560,0,0.265,1,48,0,1,0
21,129903.32,129086.12,446,0,0.526,1,12,1,0,1
46,154593.49,61745.26,654,18,0.37,3,60,1,1,0
41,65048.36,66050.45,755,17,0.734,6,48,0,0,0
51,65700.52,10000.0,795,23,0.065,1,48,0,0,0
34,60797.85,55939.88,586,6,0.361,0,36,0,1,0
55,103917.75,23978.97,809,24,0.215,3,24,1,1,0
37,93902.03,91964.33,471,11,0.443,3,36,1,1,1
50,57179.36,55000.64,629,23,0.493,1,24,0,0,1
25,116682.42,90275.31,625,0,0.662,3,36,1,0,1
24,104503.04,38028.19,758,2,0.249,1,24,0,1,0
52,185722.35,111993.71,770,30,0.293,1,24,1,0,0
54,269909.12,204288.16,741,33,0.567,1,36,1,0,0
58,133974.22,107233.14,545,30,0.459,1,36,1,1,1
33,79739.17,113412.66,733,7,0.95,1,36,0,0,1
21,145950.96,147521.91,703,0,0.412,1,60,0,0,0
60,109555.47,67160.84,518,31,0.538,2,12,1,1,0
45,97923.68,108083.96,484,23,0.781,1,60,0,1,1
30,74033.98,10276.95,748,8,0.05,0,12,1,1,0
51,88530.37,122301.19,645,26,0.947,2,24,0,0,0
57,100709.36,137074.02,551,25,0.772,0,60,0,0,0
32,156661.61,173779.29,642,11,0.95,1,48,0,1,0
51,137305.21,118978.26,691,28,0.375,2,48,1,1,0
52,248080.67,202190.05,653,31,0.448,1,48,0,1,1
41,147775.89,84902.53,528,16,0.465,3,36,0,0,1
46,132049.58,71605.77,820,14,0.263,1,48,1,1,0
31,95053.61,90870.49,745,2,0.514,0,24,1,1,0
58,68400.93,34138.91,631,32,0.406,3,48,0,0,1
60,84419.01,28190.42,635,38,0.26,0,60,0,0,0
60,79624.14,126184.15,691,35,0.897,5,60,1,0,1
50,50000.0,39854.51,564,23,0.503,1,48,0,0,1
22,69294.15,54795.13,687,0,0.539,0,48,1,0,0
35,224357.13,116110.99,547,6,0.457,1,36,1,0,0
38,128781.2,61420.43,654,6,0.356,0,36,1,1,0
59,92093.93,86076.46,561,36,0.659,3,60,1,0,1
42,130524.46,46618.35,565,18,0.299,2,48,0,0,0
42,50000.0,10000.0,800,20,0.107,0,36,0,1,0
26,123864.56,110368.07,665,0,0.549,2,48,1,1,0
52,193856.12,200785.95,678,26,0.789,0,12,0,1,0
34,103310.86,22484.21,489,10,0.129,3,48,0,1,1
24,50000.0,38819.94,609,1,0.495,1,48,0,0,1
60,90556.27,120649.47,699,39,0.595,1,24,1,0,0
28,194010.57,121378.41,677,2,0.448,1,12,1,1,0
21,122563.35,92095.99,477,0,0.552,1,48,1,0,1
24,57627.81,164353.85,678,1,0.95,2,24,0,1,1
39,316612.25,296706.97,691,18,0.376,1,60,0,1,0
25,62055.61,55199.97,769,0,0.791,1,12,0,0,1
54,97800.4,73996.08,604,25,0.304,2,24,1,1,0
41,68403.3,105303.44,469,16,0.95,2,12,0,0,1
33,68445.91,56613.54,575,9,0.582,1,48,1,1,1
21,89012.49,13586.97,567,0,0.091,4,36,0,1,0
40,145258.12,145086.61,723,11,0.903,2,60,1,0,0
27,194996.94,109737.05,429,0,0.351,0,60,0,1,1
60,91695.11,84078.32,622,30,0.335,3,36,1,0,0
32,69247.02,110351.01,781,5,0.95,2,24,0,1,1
39,135318.66,132127.67,661,10,0.654,3,12,0,0,0
21,137116.14,154622.21,736,0,0.898,6,60,0,1,1
26,121560.74,110139.73,520,5,0.512,2,24,0,0,1
29,123510.68,10000.0,524,4,0.05,2,60,1,1,0
23,103709.1,87076.99,782,0,0.47,2,60,1,0,0
50,114024.42,54600.3,669,22,0.341,1,48,1,1,0
58,100534.58,22107.84,669,26,0.149,3,36,0,1,0
60,176594.19,99520.67,565,28,0.484,2,60,1,1,1
31,297392.11,141517.37,669,8,0.244,0,48,1,1,0
52,118284.02,79635.82,563,31,0.466,4,48,0,0,0
41,108775.62,67212.43,761,17,0.578,1,36,1,1,0
22,122410.77,89868.39,850,0,0.395,1,36,0,1,0
24,81140.31,68835.68,701,0,0.519,2,36,0,0,1
42,153928.0,25397.51,606,20,0.156,0,60,1,1,0
37,133056.53,90806.22,445,15,0.298,0,48,0,0,1
21,90290.58,22294.27,517,0,0.171,3,48,0,0,0
58,163722.81,12033.75,792,30,0.05,0,12,0,1,0
50,110034.08,81347.72,573,18,0.279,4,60,0,0,0
41,70507.51,59200.18,628,11,0.677,3,36,0,1,0
60,127800.02,61181.23,716,37,0.225,0,48,0,1,0
59,121375.78,66938.77,786,38,0.488,1,12,1,1,0
59,168078.79,163393.71,643,31,0.584,1,60,1,0,0
31,158608.81,66381.37,626,4,0.183,2,48,0,1,1
56,103865.09,10000.0,666,24,0.05,1,36,1,1,0
41,88217.52,100469.83,607,14,0.95,2,24,0,0,1
50,109183.44,113346.12,611,23,0.596,2,24,0,1,0
55,128474.92,99658.18,695,31,0.391,2,24,0,0,0
27,135630.49,46081.32,676,5,0.17,2,24,0,0,0
38,124945.82,171901.33,841,7,0.95,1,36,0,0,0
26,104731.7,65741.95,697,0,0.316,1,36,1,0,0
32,170854.51,141242.15,758,10,0.753,1,36,1,0,0
37,80544.42,102036.41,569,8,0.481,4,48,0,1,1
55,332944.65,234144.77,705,30,0.312,2,36,1,0,0
55,153795.9,49600.78,599,29,0.196,0,12,0,0,0
36,65685.37,69691.11,694,5,0.504,5,60,1,1,1
34,118581.2,126035.66,719,3,0.869,2,36,1,1,1
42,154462.65,80432.2,664,19,0.469,2,48,1,1,0
57,93226.18,59763.6,850,33,0.455,1,60,0,0,0
60,55669.36,22734.19,781,30,0.352,2,48,0,1,0
30,68351.67,64047.64,760,0,0.778,1,36,0,1,0
28,139238.26,152154.87,725,7,0.486,6,36,0,0,1
49,50000.0,20915.64,810,18,0.166,2,60,0,1,0
33,56828.6,127413.37,538,7,0.95,3,60,0,1,1
28,138909.18,105332.8,776,0,0.712,1,24,0,1,0
22,98701.25,63520.89,576,1,0.546,0,48,1,0,1
37,79769.69,56312.37,612,8,0.508,1,60,1,1,0
36,87323.12,38393.21,708,7,0.183,0,48,0,0,0
43,56282.21,50010.91,765,15,0.727,3,24,0,1,0
29,135673.16,81737.98,562,0,0.458,3,36,1,0,1
49,75891.15,79818.87,616,17,0.95,4,36,0,0,0
48,85726.01,39803.1,668,17,0.36,0,24,1,1,0
39,127523.16,102178.11,644,10,0.33,1,48,0,0,0
28,97199.19,36083.03,733,0,0.266,2,36,1,1,0
41,79451.81,41197.91,850,12,0.307,0,24,0,1,0
47,50000.0,33990.62,696,18,0.41,1,24,0,0,0
35,128713.16,102503.34,598,8,0.581,2,60,1,0,1
31,113045.63,102844.92,550,1,0.81,2,60,1,1,1
41,86437.39,54699.59,632,20,0.51,0,48,1,0,0
35,68402.89,95816.37,580,8,0.509,2,60,0,0,0
37,109726.16,90418.16,700,11,0.361,3,60,1,0,1
34,135430.29,81214.55,698,3,0.341,3,36,0,0,0
33,114004.31,98747.65,621,12,0.659,3,12,1,1,1
49,228006.52,126770.8,829,21,0.406,1,48,1,1,0
39,149813.81,92483.77,597,16,0.403,2,48,0,0,0
39,103955.96,110995.61,650,8,0.649,2,36,1,0,0
47,152089.65,48057.16,714,16,0.26,0,60,1,1,0
35,111513.18,87229.23,736,12,0.319,2,24,0,1,0
25,111339.21,87683.52,769,0,0.557,4,60,0,1,1
55,195509.39,107688.63,696,29,0.46,2,36,1,0,1
23,72829.32,59375.49,749,0,0.419,0,12,0,0,0
43,110248.19,80010.17,603,14,0.342,1,60,0,1,0
31,186347.69,109803.89,738,10,0.444,1,48,0,0,0
29,125372.65,56230.95,737,6,0.204,0,48,0,1,0
22,92404.06,47260.6,789,0,0.329,1,36,0,1,0
57,50626.38,55111.31,518,34,0.95,5,24,0,1,1
38,50000.0,37739.79,583,16,0.292,3,24,0,0,1
34,277695.8,193193.57,730,2,0.623,2,12,1,1,0
50,125345.64,127262.74,435,19,0.471,3,24,0,1,1
22,83882.06,94143.46,702,0,0.718,3,24,0,1,1
43,127676.58,115045.57,750,20,0.387,0,36,0,1,0
40,71221.26,41218.97,611,17,0.449,2,24,0,0,1
43,93991.48,82666.28,623,12,0.834,6,36,0,0,1
25,71437.4,79270.21,569,1,0.59,1,24,1,0,1
59,57758.56,28265.65,616,38,0.443,1,24,1,1,0
30,50000.0,93489.12,618,5,0.95,3,60,1,0,1
48,53159.61,38333.58,602,22,0.67,1,60,1,1,1
50,172746.33,74162.79,597,22,0.323,4,48,0,0,1
34,69975.69,65900.37,637,9,0.715,3,12,1,1,0
26,138787.8,28872.21,636,0,0.191,0,48,0,0,1
32,167793.83,101952.9,819,4,0.478,1,24,1,1,0
53,109914.81,73908.97,626,21,0.577,3,36,1,1,0
57,95381.96,53791.33,689,32,0.294,1,60,1,0,0
58,115827.85,87521.34,611,30,0.341,0,36,1,1,0
30,90447.14,36875.78,610,5,0.299,1,60,0,1,0
45,187542.2,38882.91,515,16,0.104,2,48,0,1,1
